ID,LocationName,Latitude,Longitude,ServiceCenter,Province,Type
102307731,KPT_NT2_TMK_ท่ามะเขือ_D[LR],16.23596780862,99.73319470882,NT2,กำแพงเพชร,D
102307732,KPT_NT2_LMK_ลำมะโกรก_D[LR],16.49476080754,99.53933000565,NT2,กำแพงเพชร,D
102307733,KPT_NT2_MKO_แยกแมคโคร_D[LR],16.45618459175,99.53349012982,NT2,กำแพงเพชร,D
102307734,KPT_NT2_SWNM11_ทรายทอง ม.11_D[ER],16.34652260080,99.90609061038,NT2,กำแพงเพชร,D
102307736,KPT_NT2_TSA_ท่าพุทรา_INDOOR[LR],16.26586642838,99.68574354039,NT2,กำแพงเพชร,C
102307737,KPT_NT2_TKO_ท่าตะคร้อ_D[ER],16.36960177791,99.59156669884,NT2,กำแพงเพชร,D
102307738,KPT_NT2_MPG_แม่ปิงวิลเลจ_D[LR],16.46816406709,99.52112373189,NT2,กำแพงเพชร,D
102307739,KPT_NT2_NPK_หนองปิ้งไก่_D[LR],16.42654000000,99.36287200000,NT2,กำแพงเพชร,D
10230774,KPT_NT2_KWB_ขาณุวรลักษบุรี_INDOOR[LR],16.06162103181,99.86095987248,NT2,กำแพงเพชร,C
102307740,KPT_NT2_STO_แสนตอ_D[LR],16.02714939108,99.82088167474,NT2,กำแพงเพชร,D
102307741,KPT_NT2_PNR_โป่งน้ำร้อน_D[LR],16.33142110393,99.30416268022,NT2,กำแพงเพชร,D
102307742,KPT_NT2_BTO_บ่อถ้ำ_D[LR],15.96671188155,99.76631943219,NT2,กำแพงเพชร,D
102307743,KPT_NT2_TTG_บ้านทุ่งทอง ม.1_D[LR],16.34272250000,99.84371881107,NT2,กำแพงเพชร,D
102307744,KPT_NT2_PTW_ปางตาไว_D[ER],16.02250990154,99.36816635646,NT2,กำแพงเพชร,D
102307745,KPT_NT2_TNN_บ้านถนนน้อย_D[ER],16.29806391397,99.87711310359,NT2,กำแพงเพชร,D
102307746,KPT_NT2_KNTG_เขานางทอง_D[LR],16.58580483019,99.60417927116,NT2,กำแพงเพชร,D
102307747,KPT_NT2_STI_สระเตย_D[ER],16.48469554921,99.72794099076,NT2,กำแพงเพชร,D
102307748,KPT_NT2_MMO_มอมะนาว_D[ER],16.32778398405,99.40684902943,NT2,กำแพงเพชร,D
102307749,KPT_NT2_PKN_ปางขนุน_D[LR],16.46681223024,99.26356394413,NT2,กำแพงเพชร,D
10230775,KPT_NT2_KKG_คลองขลุง_D[LR],16.21660879758,99.71497004051,NT2,กำแพงเพชร,D
102307750,KPT_NT2_MWKT_ใหม่วงศ์เขาทอง_D[LR],16.02838935382,99.39428852130,NT2,กำแพงเพชร,D
102307751,KPT_NT2_PSG_แปลงสี่_D[LR],16.04508069645,99.28975094094,NT2,กำแพงเพชร,D
102307752,KPT_NT2_LKT_ลานกระทิง_D[LR],16.77393650078,99.40278596687,NT2,กำแพงเพชร,D
102307753,KPT_NT2_TMF_ท่ามะเฟือง_D[LR],16.81097032423,99.56788685951,NT2,กำแพงเพชร,D
102307754,KPT_NT2_NSR_เนินสำราญ_D[ER],16.03387000000,99.66262400000,NT2,กำแพงเพชร,D
